R [m],L [m],B [T],n_cusps,mass flow_in,V0 [V],grid n_holes,grid separation [mm],grid D screen hole [mm],grid D acc hole [mm],grid neut. transp,grid ion. transp,Te [eV],ne,ionization ratio,mass utilization efficiency,Thrust [mn],Isp [s],Discharge loss [eV/ion],eta_totale,tot_ele_power,pot griglia [W],Pw [W],collision freq,plasma freq,ion ciclotronic freq bulk,elet ciclotronic freq bulk
0.015,0.027,0.054109603002482,2,1.2e-07,1500,199,0.8,1.82984924623116,1.0633218075125,0.25,0.759129738085829,8.03441130082113,7.74371548883783e+17,0.136267493528484,0.899981123200147,4.56734837849237,3879.84062058963,415.706142478617,0.460684748367919,188.67449744394,119.07449744394,26.4,1607592.04921413,49639476297.1845,35669.0079328025,8534340934.40068
