R [m],L [m],B [T],n_cusps,mass flow_in,V0 [V],grid n_holes,grid separation [mm],grid D screen hole [mm],grid D acc hole [mm],grid neut. transp,grid ion. transp,Te [eV],ne,ionization ratio,mass utilization efficiency,Thrust [mn],Isp [s],Discharge loss [eV/ion],eta_totale,tot_ele_power,pot griglia [W],Pw [W],collision freq,plasma freq,ion ciclotronic freq bulk,elet ciclotronic freq bulk
0.015,0.027,0.054109603002482,2,1.2e-07,1500,85,0.8,2.68467336683417,1.62697843363992,0.25,0.743810030848977,7.85908213755644,7.96423569244405e+17,0.135696490038168,0.896631704608799,4.55046370504815,3865.49754074926,417.259036340377,0.458361493797571,188.231343335655,118.631343335655,26.4,1666449.80307721,50341314189.9727,35669.0079328025,8534340934.40068
